image_name,batch_label,label_number,label_name,dataset,tain/validation/test
b'rana_clamitans_s_000314.png',data_batch_3,6,frog,cifar10,train
b'spadefoot_s_000574.png',data_batch_3,6,frog,cifar10,train
b'dustcart_s_000139.png',data_batch_3,9,truck,cifar10,train
b'true_cat_s_000897.png',data_batch_3,3,cat,cifar10,train
b'fawn_s_000096.png',data_batch_3,4,deer,cifar10,train
b'grass_frog_s_000005.png',data_batch_3,6,frog,cifar10,train
b'roe_deer_s_001292.png',data_batch_3,4,deer,cifar10,train
b'tennessee_walker_s_000568.png',data_batch_3,7,horse,cifar10,train
b'tennessee_walking_horse_s_000383.png',data_batch_3,7,horse,cifar10,train
b'police_cruiser_s_000631.png',data_batch_3,1,automobile,cifar10,train
b'aerial_ladder_truck_s_001113.png',data_batch_3,9,truck,cifar10,train
b'alces_alces_s_001432.png',data_batch_3,4,deer,cifar10,train
b'blenheim_spaniel_s_000126.png',data_batch_3,5,dog,cifar10,train
b'garbage_truck_s_000535.png',data_batch_3,9,truck,cifar10,train
b'deer_s_001597.png',data_batch_3,4,deer,cifar10,train
b'compact_car_s_001003.png',data_batch_3,1,automobile,cifar10,train
b'bufo_viridis_s_000869.png',data_batch_3,6,frog,cifar10,train
b'prunella_modularis_s_000776.png',data_batch_3,2,bird,cifar10,train
b'trailer_truck_s_000049.png',data_batch_3,9,truck,cifar10,train
b'ship_s_000003.png',data_batch_3,8,ship,cifar10,train
b'struthio_camelus_s_000857.png',data_batch_3,2,bird,cifar10,train
b'quarter_horse_s_000312.png',data_batch_3,7,horse,cifar10,train
b'police_cruiser_s_001081.png',data_batch_3,1,automobile,cifar10,train
b'cock_s_000405.png',data_batch_3,2,bird,cifar10,train
b'cassowary_s_000148.png',data_batch_3,2,bird,cifar10,train
b'house_cat_s_000388.png',data_batch_3,3,cat,cifar10,train
b'maltese_dog_s_000434.png',data_batch_3,5,dog,cifar10,train
b'fallow_deer_s_001687.png',data_batch_3,4,deer,cifar10,train
b'passenger_ship_s_000016.png',data_batch_3,8,ship,cifar10,train
b'monoplane_s_000209.png',data_batch_3,0,airplane,cifar10,train
b'tabby_cat_s_002351.png',data_batch_3,3,cat,cifar10,train
b'capreolus_capreolus_s_000276.png',data_batch_3,4,deer,cifar10,train
b'tanker_s_000458.png',data_batch_3,8,ship,cifar10,train
b'stallion_s_001992.png',data_batch_3,7,horse,cifar10,train
b'station_wagon_s_000400.png',data_batch_3,1,automobile,cifar10,train
b'truck_s_001011.png',data_batch_3,9,truck,cifar10,train
b'moving_van_s_002580.png',data_batch_3,9,truck,cifar10,train
b'puppy_s_002306.png',data_batch_3,5,dog,cifar10,train
b'coupe_s_002022.png',data_batch_3,1,automobile,cifar10,train
b'moose_s_000735.png',data_batch_3,4,deer,cifar10,train
b'rana_temporaria_s_000313.png',data_batch_3,6,frog,cifar10,train
b'lipizzan_s_000432.png',data_batch_3,7,horse,cifar10,train
b'tabby_s_000624.png',data_batch_3,3,cat,cifar10,train
b'grass_frog_s_000332.png',data_batch_3,6,frog,cifar10,train
b'red_deer_s_001115.png',data_batch_3,4,deer,cifar10,train
b'tip_truck_s_001012.png',data_batch_3,9,truck,cifar10,train
b'mongrel_s_002019.png',data_batch_3,5,dog,cifar10,train
b'toad_s_002856.png',data_batch_3,6,frog,cifar10,train
b'jumbo_jet_s_001468.png',data_batch_3,0,airplane,cifar10,train
b'tabby_s_000286.png',data_batch_3,3,cat,cifar10,train
b'bufo_viridis_s_000360.png',data_batch_3,6,frog,cifar10,train
b'cargo_ship_s_000900.png',data_batch_3,8,ship,cifar10,train
b'rana_catesbeiana_s_001099.png',data_batch_3,6,frog,cifar10,train
b'domestic_cat_s_002036.png',data_batch_3,3,cat,cifar10,train
b'attack_aircraft_s_000572.png',data_batch_3,0,airplane,cifar10,train
b'cat_s_001822.png',data_batch_3,3,cat,cifar10,train
b'motorcar_s_001230.png',data_batch_3,1,automobile,cifar10,train
b'tabby_cat_s_002249.png',data_batch_3,3,cat,cifar10,train
b'quarter_horse_s_000244.png',data_batch_3,7,horse,cifar10,train
b'tomcat_s_002740.png',data_batch_3,3,cat,cifar10,train
b'delivery_truck_s_000026.png',data_batch_3,9,truck,cifar10,train
b'icebreaker_s_000138.png',data_batch_3,8,ship,cifar10,train
b'toy_s_000171.png',data_batch_3,5,dog,cifar10,train
b'jetliner_s_001797.png',data_batch_3,0,airplane,cifar10,train
b'bufo_bufo_s_000109.png',data_batch_3,6,frog,cifar10,train
b'ostrich_s_002541.png',data_batch_3,2,bird,cifar10,train
b'house_cat_s_001575.png',data_batch_3,3,cat,cifar10,train
b'rana_temporaria_s_000345.png',data_batch_3,6,frog,cifar10,train
b'compact_car_s_000559.png',data_batch_3,1,automobile,cifar10,train
b'english_toy_spaniel_s_000229.png',data_batch_3,5,dog,cifar10,train
b'muntjac_s_000228.png',data_batch_3,4,deer,cifar10,train
b'capreolus_capreolus_s_001100.png',data_batch_3,4,deer,cifar10,train
b'emu_s_001987.png',data_batch_3,2,bird,cifar10,train
b'car_s_000711.png',data_batch_3,1,automobile,cifar10,train
b'trucking_rig_s_000073.png',data_batch_3,9,truck,cifar10,train
b'fighter_aircraft_s_000699.png',data_batch_3,0,airplane,cifar10,train
b'passenger_ship_s_000628.png',data_batch_3,8,ship,cifar10,train
b'dumper_s_000996.png',data_batch_3,9,truck,cifar10,train
b'domestic_cat_s_000532.png',data_batch_3,3,cat,cifar10,train
b'stud_mare_s_001286.png',data_batch_3,7,horse,cifar10,train
b'truck_s_000450.png',data_batch_3,9,truck,cifar10,train
b'canis_familiaris_s_000198.png',data_batch_3,5,dog,cifar10,train
b'pontoon_s_000296.png',data_batch_3,8,ship,cifar10,train
b'rana_temporaria_s_000807.png',data_batch_3,6,frog,cifar10,train
b'station_wagon_s_002025.png',data_batch_3,1,automobile,cifar10,train
b'passenger_ship_s_000621.png',data_batch_3,8,ship,cifar10,train
b'felis_domesticus_s_000426.png',data_batch_3,3,cat,cifar10,train
b'trucking_rig_s_000037.png',data_batch_3,9,truck,cifar10,train
b'alytes_obstetricans_s_000560.png',data_batch_3,6,frog,cifar10,train
b'bufo_americanus_s_000191.png',data_batch_3,6,frog,cifar10,train
b'toad_s_001747.png',data_batch_3,6,frog,cifar10,train
b'wagtail_s_001584.png',data_batch_3,2,bird,cifar10,train
b'tennessee_walking_horse_s_000290.png',data_batch_3,7,horse,cifar10,train
b'bird_s_000627.png',data_batch_3,2,bird,cifar10,train
b'felis_domesticus_s_000079.png',data_batch_3,3,cat,cifar10,train
b'green_frog_s_000545.png',data_batch_3,6,frog,cifar10,train
b'twinjet_s_000315.png',data_batch_3,0,airplane,cifar10,train
b'red_deer_s_001718.png',data_batch_3,4,deer,cifar10,train
b'fawn_s_001614.png',data_batch_3,4,deer,cifar10,train
b'moving_van_s_001420.png',data_batch_3,9,truck,cifar10,train
b'station_wagon_s_002296.png',data_batch_3,1,automobile,cifar10,train
b'moose_s_001088.png',data_batch_3,4,deer,cifar10,train
b'estate_car_s_000619.png',data_batch_3,1,automobile,cifar10,train
b'transporter_s_000239.png',data_batch_3,9,truck,cifar10,train
b'tipper_truck_s_001079.png',data_batch_3,9,truck,cifar10,train
b'station_wagon_s_001346.png',data_batch_3,1,automobile,cifar10,train
b'delivery_truck_s_001299.png',data_batch_3,9,truck,cifar10,train
b'tabby_cat_s_001875.png',data_batch_3,3,cat,cifar10,train
b'automobile_s_001543.png',data_batch_3,1,automobile,cifar10,train
b'maltese_s_000568.png',data_batch_3,5,dog,cifar10,train
b'wrecker_s_000331.png',data_batch_3,9,truck,cifar10,train
b'freighter_s_001392.png',data_batch_3,8,ship,cifar10,train
b'arabian_s_001843.png',data_batch_3,7,horse,cifar10,train
b'scow_s_001640.png',data_batch_3,8,ship,cifar10,train
b'maltese_dog_s_001535.png',data_batch_3,5,dog,cifar10,train
b'container_vessel_s_001553.png',data_batch_3,8,ship,cifar10,train
b'automobile_s_002588.png',data_batch_3,1,automobile,cifar10,train
b'oil_tanker_s_001067.png',data_batch_3,8,ship,cifar10,train
b'ostrich_s_002279.png',data_batch_3,2,bird,cifar10,train
b'pipit_s_000406.png',data_batch_3,2,bird,cifar10,train
b'tabby_s_000801.png',data_batch_3,3,cat,cifar10,train
b'lorry_s_002009.png',data_batch_3,9,truck,cifar10,train
b'elk_s_001012.png',data_batch_3,4,deer,cifar10,train
b'seaplane_s_000827.png',data_batch_3,0,airplane,cifar10,train
b'capreolus_capreolus_s_000001.png',data_batch_3,4,deer,cifar10,train
b'pekingese_s_002032.png',data_batch_3,5,dog,cifar10,train
b'stealth_bomber_s_000018.png',data_batch_3,0,airplane,cifar10,train
b'passerine_s_001676.png',data_batch_3,2,bird,cifar10,train
b'bufo_bufo_s_000985.png',data_batch_3,6,frog,cifar10,train
b'cassowary_s_000629.png',data_batch_3,2,bird,cifar10,train
b'apteryx_s_000006.png',data_batch_3,2,bird,cifar10,train
b'passenger_ship_s_000918.png',data_batch_3,8,ship,cifar10,train
b'sambar_s_000931.png',data_batch_3,4,deer,cifar10,train
b'gelding_s_001513.png',data_batch_3,7,horse,cifar10,train
b'puppy_s_001684.png',data_batch_3,5,dog,cifar10,train
b'spring_frog_s_000566.png',data_batch_3,6,frog,cifar10,train
b'lapdog_s_000531.png',data_batch_3,5,dog,cifar10,train
b'deer_s_000093.png',data_batch_3,4,deer,cifar10,train
b'domestic_cat_s_000846.png',data_batch_3,3,cat,cifar10,train
b'jetliner_s_000378.png',data_batch_3,0,airplane,cifar10,train
b'motorcar_s_000696.png',data_batch_3,1,automobile,cifar10,train
b'tipper_truck_s_000033.png',data_batch_3,9,truck,cifar10,train
b'cat_s_001331.png',data_batch_3,3,cat,cifar10,train
b'pilot_boat_s_000987.png',data_batch_3,8,ship,cifar10,train
b'semi_s_000181.png',data_batch_3,9,truck,cifar10,train
b'dama_dama_s_000938.png',data_batch_3,4,deer,cifar10,train
b'bufo_s_001876.png',data_batch_3,6,frog,cifar10,train
b'barking_frog_s_000016.png',data_batch_3,6,frog,cifar10,train
b'wrecker_s_002319.png',data_batch_3,9,truck,cifar10,train
b'passenger_ship_s_002000.png',data_batch_3,8,ship,cifar10,train
b'moose_s_000327.png',data_batch_3,4,deer,cifar10,train
b'mule_deer_s_002411.png',data_batch_3,4,deer,cifar10,train
b'domestic_cat_s_001760.png',data_batch_3,3,cat,cifar10,train
b'muntjac_s_000357.png',data_batch_3,4,deer,cifar10,train
b'motorcar_s_001026.png',data_batch_3,1,automobile,cifar10,train
b'jumbo_jet_s_000226.png',data_batch_3,0,airplane,cifar10,train
b'rana_clamitans_s_000047.png',data_batch_3,6,frog,cifar10,train
b'cargo_ship_s_002463.png',data_batch_3,8,ship,cifar10,train
b'fighter_aircraft_s_001858.png',data_batch_3,0,airplane,cifar10,train
b'chihuahua_s_000585.png',data_batch_3,5,dog,cifar10,train
b'felis_domesticus_s_000230.png',data_batch_3,3,cat,cifar10,train
b'stud_mare_s_000423.png',data_batch_3,7,horse,cifar10,train
b'stealth_bomber_s_000775.png',data_batch_3,0,airplane,cifar10,train
b'dawn_horse_s_000514.png',data_batch_3,7,horse,cifar10,train
b'trucking_rig_s_001081.png',data_batch_3,9,truck,cifar10,train
b'chihuahua_s_000379.png',data_batch_3,5,dog,cifar10,train
b'shooting_brake_s_001345.png',data_batch_3,1,automobile,cifar10,train
b'riding_horse_s_001967.png',data_batch_3,7,horse,cifar10,train
b'airliner_s_001323.png',data_batch_3,0,airplane,cifar10,train
b'cock_s_000278.png',data_batch_3,2,bird,cifar10,train
b'bird_s_001830.png',data_batch_3,2,bird,cifar10,train
b'chihuahua_s_000175.png',data_batch_3,5,dog,cifar10,train
b'dromaius_novaehollandiae_s_000179.png',data_batch_3,2,bird,cifar10,train
b'ostrich_s_001833.png',data_batch_3,2,bird,cifar10,train
b'boat_s_002346.png',data_batch_3,8,ship,cifar10,train
b'tabby_s_000967.png',data_batch_3,3,cat,cifar10,train
b'leopard_frog_s_001134.png',data_batch_3,6,frog,cifar10,train
b'car_s_002211.png',data_batch_3,1,automobile,cifar10,train
b'lippizaner_s_001450.png',data_batch_3,7,horse,cifar10,train
b'true_toad_s_000071.png',data_batch_3,6,frog,cifar10,train
b'dog_s_000735.png',data_batch_3,5,dog,cifar10,train
b'coupe_s_001456.png',data_batch_3,1,automobile,cifar10,train
b'broodmare_s_000681.png',data_batch_3,7,horse,cifar10,train
b'arabian_s_001912.png',data_batch_3,7,horse,cifar10,train
b'jetliner_s_001772.png',data_batch_3,0,airplane,cifar10,train
b'sparrow_s_000176.png',data_batch_3,2,bird,cifar10,train
b'cargo_vessel_s_000856.png',data_batch_3,8,ship,cifar10,train
b'mongrel_s_002491.png',data_batch_3,5,dog,cifar10,train
b'barking_deer_s_000076.png',data_batch_3,4,deer,cifar10,train
b'fawn_s_001601.png',data_batch_3,4,deer,cifar10,train
b'outboard_s_000363.png',data_batch_3,8,ship,cifar10,train
b'coupe_s_001273.png',data_batch_3,1,automobile,cifar10,train
b'chihuahua_s_002215.png',data_batch_3,5,dog,cifar10,train
b'natterjack_s_000254.png',data_batch_3,6,frog,cifar10,train
b'rana_temporaria_s_000065.png',data_batch_3,6,frog,cifar10,train
b'peke_s_000732.png',data_batch_3,5,dog,cifar10,train
b'pipit_s_001110.png',data_batch_3,2,bird,cifar10,train
b'toad_s_001611.png',data_batch_3,6,frog,cifar10,train
b'leopard_frog_s_000469.png',data_batch_3,6,frog,cifar10,train
b'seaplane_s_000970.png',data_batch_3,0,airplane,cifar10,train
b'mutt_s_000151.png',data_batch_3,5,dog,cifar10,train
b'convertible_s_000842.png',data_batch_3,1,automobile,cifar10,train
b'japanese_deer_s_000089.png',data_batch_3,4,deer,cifar10,train
b'tabby_s_001914.png',data_batch_3,3,cat,cifar10,train
b'frog_s_001526.png',data_batch_3,6,frog,cifar10,train
b'stealth_fighter_s_001069.png',data_batch_3,0,airplane,cifar10,train
b'auto_s_002367.png',data_batch_3,1,automobile,cifar10,train
b'lark_s_000146.png',data_batch_3,2,bird,cifar10,train
b'ladder_truck_s_001224.png',data_batch_3,9,truck,cifar10,train
b'roe_deer_s_000545.png',data_batch_3,4,deer,cifar10,train
b'convertible_s_001273.png',data_batch_3,1,automobile,cifar10,train
b'container_ship_s_000025.png',data_batch_3,8,ship,cifar10,train
b'pilot_boat_s_001170.png',data_batch_3,8,ship,cifar10,train
b'tabby_s_001718.png',data_batch_3,3,cat,cifar10,train
b'dunnock_s_000797.png',data_batch_3,2,bird,cifar10,train
b'pleasure_boat_s_000230.png',data_batch_3,8,ship,cifar10,train
b'european_toad_s_000233.png',data_batch_3,6,frog,cifar10,train
b'container_vessel_s_000096.png',data_batch_3,8,ship,cifar10,train
b'tabby_cat_s_000615.png',data_batch_3,3,cat,cifar10,train
b'spring_frog_s_000368.png',data_batch_3,6,frog,cifar10,train
b'gelding_s_001817.png',data_batch_3,7,horse,cifar10,train
b'maltese_s_001676.png',data_batch_3,5,dog,cifar10,train
b'fallow_deer_s_000099.png',data_batch_3,4,deer,cifar10,train
b'automobile_s_000886.png',data_batch_3,1,automobile,cifar10,train
b'stud_mare_s_001022.png',data_batch_3,7,horse,cifar10,train
b'station_wagon_s_000265.png',data_batch_3,1,automobile,cifar10,train
b'bufo_s_000796.png',data_batch_3,6,frog,cifar10,train
b'ladder_truck_s_000030.png',data_batch_3,9,truck,cifar10,train
b'bookmobile_s_001376.png',data_batch_3,9,truck,cifar10,train
b'cassowary_s_000708.png',data_batch_3,2,bird,cifar10,train
b'tabby_cat_s_001778.png',data_batch_3,3,cat,cifar10,train
b'blenheim_spaniel_s_001161.png',data_batch_3,5,dog,cifar10,train
b'articulated_lorry_s_000015.png',data_batch_3,9,truck,cifar10,train
b'toy_dog_s_000456.png',data_batch_3,5,dog,cifar10,train
b'toy_dog_s_000017.png',data_batch_3,5,dog,cifar10,train
b'ostrich_s_002050.png',data_batch_3,2,bird,cifar10,train
b'pipit_s_000110.png',data_batch_3,2,bird,cifar10,train
b'pontoon_s_000366.png',data_batch_3,8,ship,cifar10,train
b'stallion_s_000177.png',data_batch_3,7,horse,cifar10,train
b'trucking_rig_s_000839.png',data_batch_3,9,truck,cifar10,train
b'rana_pipiens_s_000198.png',data_batch_3,6,frog,cifar10,train
b'car_s_001505.png',data_batch_3,1,automobile,cifar10,train
b'banana_boat_s_000271.png',data_batch_3,8,ship,cifar10,train
b'fighter_s_000280.png',data_batch_3,0,airplane,cifar10,train
b'freighter_s_002255.png',data_batch_3,8,ship,cifar10,train
b'container_ship_s_001974.png',data_batch_3,8,ship,cifar10,train
b'tow_truck_s_002238.png',data_batch_3,9,truck,cifar10,train
b'rana_temporaria_s_000440.png',data_batch_3,6,frog,cifar10,train
b'stud_mare_s_001420.png',data_batch_3,7,horse,cifar10,train
b'pilot_boat_s_000019.png',data_batch_3,8,ship,cifar10,train
b'pilot_boat_s_000587.png',data_batch_3,8,ship,cifar10,train
b'barking_deer_s_000261.png',data_batch_3,4,deer,cifar10,train
b'lorry_s_000384.png',data_batch_3,9,truck,cifar10,train
b'lippizaner_s_000211.png',data_batch_3,7,horse,cifar10,train
b'lippizaner_s_001009.png',data_batch_3,7,horse,cifar10,train
b'auto_s_001864.png',data_batch_3,1,automobile,cifar10,train
b'bufo_bufo_s_001399.png',data_batch_3,6,frog,cifar10,train
b'tipper_s_000237.png',data_batch_3,9,truck,cifar10,train
b'biplane_s_001629.png',data_batch_3,0,airplane,cifar10,train
b'bufo_bufo_s_000901.png',data_batch_3,6,frog,cifar10,train
b'container_ship_s_001205.png',data_batch_3,8,ship,cifar10,train
b'mouser_s_000761.png',data_batch_3,3,cat,cifar10,train
b'gelding_s_001685.png',data_batch_3,7,horse,cifar10,train
b'cassowary_s_000640.png',data_batch_3,2,bird,cifar10,train
b'pekingese_s_002228.png',data_batch_3,5,dog,cifar10,train
b'pipit_s_000260.png',data_batch_3,2,bird,cifar10,train
b'felis_domesticus_s_000414.png',data_batch_3,3,cat,cifar10,train
b'tabby_cat_s_002253.png',data_batch_3,3,cat,cifar10,train
b'deer_s_000308.png',data_batch_3,4,deer,cifar10,train
b'tailed_frog_s_000490.png',data_batch_3,6,frog,cifar10,train
b'bufo_viridis_s_000465.png',data_batch_3,6,frog,cifar10,train
b'mouser_s_001946.png',data_batch_3,3,cat,cifar10,train
b'powerboat_s_000120.png',data_batch_3,8,ship,cifar10,train
b'rana_pipiens_s_000352.png',data_batch_3,6,frog,cifar10,train
b'bird_s_002247.png',data_batch_3,2,bird,cifar10,train
b'compact_car_s_001072.png',data_batch_3,1,automobile,cifar10,train
b'stud_s_000100.png',data_batch_3,7,horse,cifar10,train
b'saddle_horse_s_002001.png',data_batch_3,7,horse,cifar10,train
b'estate_car_s_000500.png',data_batch_3,1,automobile,cifar10,train
b'bomber_s_000106.png',data_batch_3,0,airplane,cifar10,train
b'fallow_deer_s_000551.png',data_batch_3,4,deer,cifar10,train
b'deer_s_001675.png',data_batch_3,4,deer,cifar10,train
b'green_frog_s_001098.png',data_batch_3,6,frog,cifar10,train
b'rana_catesbeiana_s_000863.png',data_batch_3,6,frog,cifar10,train
b'shooting_brake_s_001258.png',data_batch_3,1,automobile,cifar10,train
b'garbage_truck_s_001062.png',data_batch_3,9,truck,cifar10,train
b'arabian_s_002301.png',data_batch_3,7,horse,cifar10,train
b'biplane_s_001766.png',data_batch_3,0,airplane,cifar10,train
b'dama_dama_s_000013.png',data_batch_3,4,deer,cifar10,train
b'tennessee_walking_horse_s_000531.png',data_batch_3,7,horse,cifar10,train
b'wrecker_s_001422.png',data_batch_3,9,truck,cifar10,train
b'pekingese_s_001122.png',data_batch_3,5,dog,cifar10,train
b'trucking_rig_s_001065.png',data_batch_3,9,truck,cifar10,train
b'spring_frog_s_000191.png',data_batch_3,6,frog,cifar10,train
b'passenger_ship_s_000764.png',data_batch_3,8,ship,cifar10,train
b'bullfrog_s_000569.png',data_batch_3,6,frog,cifar10,train
b'pekinese_s_002044.png',data_batch_3,5,dog,cifar10,train
b'cow_pony_s_001039.png',data_batch_3,7,horse,cifar10,train
b'gelding_s_000960.png',data_batch_3,7,horse,cifar10,train
b'tabby_s_000604.png',data_batch_3,3,cat,cifar10,train
b'dog_s_001488.png',data_batch_3,5,dog,cifar10,train
b'dumper_s_001626.png',data_batch_3,9,truck,cifar10,train
b'boat_s_002802.png',data_batch_3,8,ship,cifar10,train
b'quarter_horse_s_000700.png',data_batch_3,7,horse,cifar10,train
b'riding_horse_s_000061.png',data_batch_3,7,horse,cifar10,train
b'bufo_s_000683.png',data_batch_3,6,frog,cifar10,train
b'floatplane_s_000298.png',data_batch_3,0,airplane,cifar10,train
b'tailed_toad_s_000101.png',data_batch_3,6,frog,cifar10,train
b'police_boat_s_001023.png',data_batch_3,8,ship,cifar10,train
b'emu_s_001904.png',data_batch_3,2,bird,cifar10,train
b'tractor_trailer_s_000145.png',data_batch_3,9,truck,cifar10,train
b'rangifer_tarandus_s_000107.png',data_batch_3,4,deer,cifar10,train
b'convertible_s_001759.png',data_batch_3,1,automobile,cifar10,train
b'ostrich_s_000049.png',data_batch_3,2,bird,cifar10,train
b'capreolus_capreolus_s_000806.png',data_batch_3,4,deer,cifar10,train
b'cervus_elaphus_s_000491.png',data_batch_3,4,deer,cifar10,train
b'puppy_s_002246.png',data_batch_3,5,dog,cifar10,train
b'container_vessel_s_001542.png',data_batch_3,8,ship,cifar10,train
b'blenheim_spaniel_s_000298.png',data_batch_3,5,dog,cifar10,train
b'cassowary_s_000263.png',data_batch_3,2,bird,cifar10,train
b'quarter_horse_s_001045.png',data_batch_3,7,horse,cifar10,train
b'jetliner_s_001917.png',data_batch_3,0,airplane,cifar10,train
b'tandem_trailer_s_000285.png',data_batch_3,9,truck,cifar10,train
b'auto_s_000213.png',data_batch_3,1,automobile,cifar10,train
b'tipper_truck_s_000568.png',data_batch_3,9,truck,cifar10,train
b'car_s_001079.png',data_batch_3,1,automobile,cifar10,train
b'arabian_s_000785.png',data_batch_3,7,horse,cifar10,train
b'rhea_s_000917.png',data_batch_3,2,bird,cifar10,train
b'garbage_truck_s_001719.png',data_batch_3,9,truck,cifar10,train
b'stealth_bomber_s_000967.png',data_batch_3,0,airplane,cifar10,train
b'wagtail_s_000328.png',data_batch_3,2,bird,cifar10,train
b'fawn_s_000920.png',data_batch_3,4,deer,cifar10,train
b'barking_deer_s_000079.png',data_batch_3,4,deer,cifar10,train
b'nandu_s_001402.png',data_batch_3,2,bird,cifar10,train
b'lorry_s_001297.png',data_batch_3,9,truck,cifar10,train
b'tabby_s_001232.png',data_batch_3,3,cat,cifar10,train
b'jetliner_s_001476.png',data_batch_3,0,airplane,cifar10,train
b'attack_aircraft_s_000575.png',data_batch_3,0,airplane,cifar10,train
b'pekingese_s_002467.png',data_batch_3,5,dog,cifar10,train
b'wagon_s_001606.png',data_batch_3,1,automobile,cifar10,train
b'mutt_s_001953.png',data_batch_3,5,dog,cifar10,train
b'fire_truck_s_001354.png',data_batch_3,9,truck,cifar10,train
b'japanese_spaniel_s_000197.png',data_batch_3,5,dog,cifar10,train
b'containership_s_000672.png',data_batch_3,8,ship,cifar10,train
b'biplane_s_000226.png',data_batch_3,0,airplane,cifar10,train
b'maltese_s_001149.png',data_batch_3,5,dog,cifar10,train
b'rowing_boat_s_000012.png',data_batch_3,8,ship,cifar10,train
b'ostrich_s_000822.png',data_batch_3,2,bird,cifar10,train
b'american_elk_s_000053.png',data_batch_3,4,deer,cifar10,train
b'containership_s_000186.png',data_batch_3,8,ship,cifar10,train
b'honey_eater_s_000393.png',data_batch_3,2,bird,cifar10,train
b'stealth_fighter_s_001243.png',data_batch_3,0,airplane,cifar10,train
b'broodmare_s_001440.png',data_batch_3,7,horse,cifar10,train
b'broodmare_s_000167.png',data_batch_3,7,horse,cifar10,train
b'apteryx_s_000611.png',data_batch_3,2,bird,cifar10,train
b'cascades_frog_s_000008.png',data_batch_3,6,frog,cifar10,train
b'dump_truck_s_000045.png',data_batch_3,9,truck,cifar10,train
b'bufo_bufo_s_000526.png',data_batch_3,6,frog,cifar10,train
b'pleasure_craft_s_000578.png',data_batch_3,8,ship,cifar10,train
b'male_horse_s_000720.png',data_batch_3,7,horse,cifar10,train
b'spadefoot_s_000521.png',data_batch_3,6,frog,cifar10,train
b'dive_bomber_s_001699.png',data_batch_3,0,airplane,cifar10,train
b'police_cruiser_s_000675.png',data_batch_3,1,automobile,cifar10,train
b'rana_catesbeiana_s_001300.png',data_batch_3,6,frog,cifar10,train
b'wrecker_s_002365.png',data_batch_3,9,truck,cifar10,train
b'tabby_s_001537.png',data_batch_3,3,cat,cifar10,train
b'maltese_s_001079.png',data_batch_3,5,dog,cifar10,train
b'felis_catus_s_000125.png',data_batch_3,3,cat,cifar10,train
b'bufo_viridis_s_000845.png',data_batch_3,6,frog,cifar10,train
b'prunella_modularis_s_000856.png',data_batch_3,2,bird,cifar10,train
b'speedboat_s_001728.png',data_batch_3,8,ship,cifar10,train
b'puppy_s_000209.png',data_batch_3,5,dog,cifar10,train
b'tabby_s_000654.png',data_batch_3,3,cat,cifar10,train
b'struthio_camelus_s_000982.png',data_batch_3,2,bird,cifar10,train
b'anuran_s_000583.png',data_batch_3,6,frog,cifar10,train
b'rana_temporaria_s_001817.png',data_batch_3,6,frog,cifar10,train
b'tennessee_walker_s_000492.png',data_batch_3,7,horse,cifar10,train
b'felis_domesticus_s_000716.png',data_batch_3,3,cat,cifar10,train
b'tractor_trailer_s_001551.png',data_batch_3,9,truck,cifar10,train
b'house_cat_s_000202.png',data_batch_3,3,cat,cifar10,train
b'automobile_s_000562.png',data_batch_3,1,automobile,cifar10,train
b'toad_s_002514.png',data_batch_3,6,frog,cifar10,train
b'pipit_s_001747.png',data_batch_3,2,bird,cifar10,train
b'rana_catesbeiana_s_000509.png',data_batch_3,6,frog,cifar10,train
b'liberty_ship_s_001677.png',data_batch_3,8,ship,cifar10,train
b'bufo_bufo_s_000730.png',data_batch_3,6,frog,cifar10,train
b'taxi_s_000245.png',data_batch_3,1,automobile,cifar10,train
b'mare_s_000745.png',data_batch_3,7,horse,cifar10,train
b'convertible_s_002553.png',data_batch_3,1,automobile,cifar10,train
b'puppy_s_000196.png',data_batch_3,5,dog,cifar10,train
b'trucking_rig_s_001355.png',data_batch_3,9,truck,cifar10,train
b'station_wagon_s_001943.png',data_batch_3,1,automobile,cifar10,train
b'tabby_cat_s_000597.png',data_batch_3,3,cat,cifar10,train
b'wagtail_s_001205.png',data_batch_3,2,bird,cifar10,train
b'trailer_truck_s_001088.png',data_batch_3,9,truck,cifar10,train
b'quarter_horse_s_001221.png',data_batch_3,7,horse,cifar10,train
b'flying_bird_s_000210.png',data_batch_3,2,bird,cifar10,train
b'dump_truck_s_001879.png',data_batch_3,9,truck,cifar10,train
b'pekinese_s_000062.png',data_batch_3,5,dog,cifar10,train
b'camion_s_001037.png',data_batch_3,9,truck,cifar10,train
b'speedboat_s_000254.png',data_batch_3,8,ship,cifar10,train
b'canis_familiaris_s_001190.png',data_batch_3,5,dog,cifar10,train
b'pleasure_boat_s_001962.png',data_batch_3,8,ship,cifar10,train
b'garbage_truck_s_002057.png',data_batch_3,9,truck,cifar10,train
b'appaloosa_s_001827.png',data_batch_3,7,horse,cifar10,train
b'tanker_s_002182.png',data_batch_3,8,ship,cifar10,train
b'wapiti_s_000192.png',data_batch_3,4,deer,cifar10,train
b'tractor_trailer_s_000723.png',data_batch_3,9,truck,cifar10,train
b'oil_tanker_s_002053.png',data_batch_3,8,ship,cifar10,train
b'fighter_aircraft_s_000098.png',data_batch_3,0,airplane,cifar10,train
b'toy_spaniel_s_001646.png',data_batch_3,5,dog,cifar10,train
b'rana_pipiens_s_001279.png',data_batch_3,6,frog,cifar10,train
